id,repo,method,docstring,path,helpers,gptOutput
6621cd80cda9bd4817b10f64,tony19/logback-android,"public Map<String, String> getEffectiveConverterMap() {
    Map<String, String> effectiveMap = new HashMap<String, String>();

    // add the least specific map fist
    Map<String, String> defaultMap = getDefaultConverterMap();
    if (defaultMap != null) {
      effectiveMap.putAll(defaultMap);
    }

    // contextMap is more specific than the default map
    Context context = getContext();
    if (context != null) {
      @SuppressWarnings(""unchecked"")
      Map<String, String> contextMap = (Map<String, String>) context
          .getObject(CoreConstants.PATTERN_RULE_REGISTRY);
      if (contextMap != null) {
        effectiveMap.putAll(contextMap);
      }
    }
    return effectiveMap;
  }",Returns a map where the default converter map is merged with the map contained in the context .,logback-android/src/main/java/ch/qos/logback/core/html/HTMLLayoutBase.java,"[{'Syntax': 'getDefaultConverterMap()', 'FunctionName': 'getDefaultConverterMap', 'ArgsCount': 0, 'MethodBody': 'public  Map<String, String> getDefaultConverterMap() {\n    return converterMap;\n  }', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/SamplePatternLayout.java'}, {'Syntax': 'getContext()', 'FunctionName': 'getContext', 'ArgsCount': 0, 'MethodBody': 'abstract public Context getContext();', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/AbstractPatternLayoutBaseTest.java'}, {'Syntax': 'context\n          .getObject(CoreConstants.PATTERN_RULE_REGISTRY)', 'FunctionName': 'getObject', 'ArgsCount': 1, 'MethodBody': 'public Object getObject(String key) {\n    return objectMap.get(key);\n  }', 'FileName': '/tony19/logback-android/logback-android/src/main/java/ch/qos/logback/core/ContextBase.java'}]"
6621cda7cda9bd4817b112b8,objectify/objectify,"public FullEntity<?> save(final P pojo, final SaveContext ctx) {
		try {
			return translator.save(pojo, false, ctx, Path.root()).get();
		}
		catch (SaveException ex) { throw ex; }
		catch (Exception ex) {
			throw new SaveException(pojo, ex);
		}
	}",Converts an object to a datastore Entity with the appropriate Key type .,src/main/java/com/googlecode/objectify/impl/EntityMetadata.java,"[{'Syntax': 'translator.save(pojo, false, ctx, Path.root()).get()', 'FunctionName': 'get', 'ArgsCount': 0, 'MethodBody': 'public T get() {\r\n\t\treturn factory.ofy().load().now(key());\r\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/Ref.java'}, {'Syntax': 'translator.save(pojo, false, ctx, Path.root())', 'FunctionName': 'save', 'ArgsCount': 4, 'MethodBody': ""@Override\n\t\t\tpublic Value<List<? extends Value<?>>> save(final Map<Object, Object> pojo, final boolean index, final SaveContext ctx, final Path path) throws SkipException {\n\n\t\t\t\t// If it's empty, might as well skip it - the datastore doesn't store empty lists\n\t\t\t\tif (pojo == null || pojo.isEmpty())\n\t\t\t\t\tthrow new SkipException();\n\n\t\t\t\tfinal List<Value<?>> list = new ArrayList<>(pojo.size());\n\n\t\t\t\tfor (final Object obj: pojo.values()) {\n\t\t\t\t\ttry {\n\t\t\t\t\t\tfinal Value<?> child = componentTranslator.save(obj, index, ctx, path);\n\t\t\t\t\t\tlist.add(child);\n\t\t\t\t\t}\n\t\t\t\t\tcatch (SkipException ex) {\n\t\t\t\t\t\t// Just skip that node, no prob\n\t\t\t\t\t}\n\t\t\t\t}\n\n\t\t\t\tValues.homogenizeIndexes(list);\n\t\t\t\treturn ListValue.of(list);\n\t\t\t}"", 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/impl/translate/MapifyTranslatorFactory.java'}, {'Syntax': 'Path.root()', 'FunctionName': 'root', 'ArgsCount': 0, 'MethodBody': 'public static Path root() {\n\t\treturn ROOT;\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/impl/Path.java'}]"
6621cda7cda9bd4817b112b9,Unidata/thredds,"void
    passReserved(XMLAttributeMap map, DapNode node)
            throws ParseException
    {
	try {
           DapAttribute attr = null;
           for(Map.Entry<String, SaxEvent> entry : map.entrySet()) {
                SaxEvent event = entry.getValue();
		String key = entry.getKey();
		String value = event.value;
		if(isReserved(key))
		    node.addXMLAttribute(key,value);
           }
       } catch (DapException de) {
           throw new ParseException(de);
       }
    }",add any reserved xml attributes to a node unchanged,dap4/d4core/src/main/java/dap4/core/dmr/parser/bison/Dap4ParserImpl.java,[]
6621cda7cda9bd4817b112ba,robeio/robe,"public static Restriction le(String name, Object value){
        return new Restriction(Operator.LESS_OR_EQUALS_THAN, name, value);
    }",< = less or equals than operator,robe-hibernate/src/main/java/io/robe/hibernate/criteria/api/criterion/Restrictions.java,[]
6621cda7cda9bd4817b112bb,kocakosm/pitaya,"public static boolean verify(String password, byte[] hash)
	{
		byte[] h = Arrays.copyOf(hash, HASH_LENGTH + SALT_LENGTH + 3);
		int n = 1 << (h[HASH_LENGTH + SALT_LENGTH] & 0xFF);
		int r = h[HASH_LENGTH + SALT_LENGTH + 1] & 0xFF;
		int p = h[HASH_LENGTH + SALT_LENGTH + 2] & 0xFF;
		if (n > N || n < N_MIN || r > R || r < R_MIN || p > P || p < P_MIN) {
			n = N;
			r = R;
			p = P;
		}
		byte[] salt = new byte[SALT_LENGTH];
		System.arraycopy(h, HASH_LENGTH, salt, 0, SALT_LENGTH);
		byte[] expected = hash(password, salt, r, n, p);
		int result = 0;
		for (int i = 0; i < h.length; i++) {
			result |= h[i] ^ expected[i];
		}
		return result == 0;
	}",Verifies that the given password matches the hashed one .,src/org/kocakosm/pitaya/security/Passwords.java,"[{'Syntax': 'hash(password, salt, r, n, p)', 'FunctionName': 'hash', 'ArgsCount': 5, 'MethodBody': 'private static byte[] hash(char[] password, byte[] salt, int r, int n, int p)\n\t{\n\t\tKDF scrypt = KDFs.scrypt(r, n, p, HASH_LENGTH);\n\t\tByteBuffer buf = new ByteBuffer(HASH_LENGTH + SALT_LENGTH + 3);\n\t\tbuf.append(scrypt.deriveKey(UTF8.encode(password), salt));\n\t\tbuf.append(salt);\n\t\tbuf.append((byte) Math.round(Math.log(n) / Math.log(2)));\n\t\tbuf.append((byte) r, (byte) p);\n\t\treturn buf.toByteArray();\n\t}', 'FileName': '/kocakosm/pitaya/src/org/kocakosm/pitaya/security/Passwords.java'}]"
6621cda7cda9bd4817b112bc,orientechnologies/orientdb,"@Override
  public OIndexFullText put(Object key, final OIdentifiable singleValue) {
    if (key == null) {
      return this;
    }

    key = getCollatingValue(key);

    final Set<String> words = splitIntoWords(key.toString());

    // FOREACH WORD CREATE THE LINK TO THE CURRENT DOCUMENT
    for (final String word : words) {
      acquireSharedLock();
      try {
        if (apiVersion == 0) {
          doPutV0(singleValue, word);
        } else if (apiVersion == 1) {
          doPutV1(singleValue, word);
        } else {
          throw new IllegalStateException(""Invalid API version, "" + apiVersion);
        }

      } finally {
        releaseSharedLock();
      }
    }

    return this;
  }",Indexes a value and save the index . Splits the value in single words and index each one . Save of the index is responsibility of the caller .,core/src/main/java/com/orientechnologies/orient/core/index/OIndexFullText.java,"[{'Syntax': 'getCollatingValue(key)', 'FunctionName': 'getCollatingValue', 'ArgsCount': 1, 'MethodBody': 'Object getCollatingValue(final Object key);', 'FileName': '/orientechnologies/orientdb/core/src/main/java/com/orientechnologies/orient/core/index/OIndexInternal.java'}, {'Syntax': 'splitIntoWords(key.toString())', 'FunctionName': 'splitIntoWords', 'ArgsCount': 1, 'MethodBody': ""private Set<String> splitIntoWords(final String iKey) {\n    final Set<String> result = new HashSet<>();\n\n    final List<String> words = new ArrayList<>();\n    OStringSerializerHelper.split(words, iKey, 0, -1, separatorChars);\n\n    final StringBuilder buffer = new StringBuilder(64);\n    // FOREACH WORD CREATE THE LINK TO THE CURRENT DOCUMENT\n\n    char c;\n    boolean ignore;\n    for (String word : words) {\n      buffer.setLength(0);\n\n      for (int i = 0; i < word.length(); ++i) {\n        c = word.charAt(i);\n        ignore = false;\n        for (int k = 0; k < ignoreChars.length(); ++k) {\n          if (c == ignoreChars.charAt(k)) {\n            ignore = true;\n            break;\n          }\n        }\n\n        if (!ignore) {\n          buffer.append(c);\n        }\n      }\n\n      int length = buffer.length();\n\n      while (length >= minWordLength) {\n        buffer.setLength(length);\n        word = buffer.toString();\n\n        // CHECK IF IT'S A STOP WORD\n        if (!stopWords.contains(word))\n        // ADD THE WORD TO THE RESULT SET\n        {\n          result.add(word);\n        }\n\n        if (indexRadix) {\n          length--;\n        } else {\n          break;\n        }\n      }\n    }\n\n    return result;\n  }"", 'FileName': '/orientechnologies/orientdb/core/src/main/java/com/orientechnologies/orient/core/index/OIndexFullText.java'}, {'Syntax': 'key.toString()', 'FunctionName': 'toString', 'ArgsCount': 0, 'MethodBody': '@Override\n  public String toString() {\n    return name + ""="" + value;\n  }', 'FileName': '/orientechnologies/orientdb/tools/src/main/java/com/orientechnologies/orient/server/config/OServerParameterConfiguration.java'}, {'Syntax': 'acquireSharedLock()', 'FunctionName': 'acquireSharedLock', 'ArgsCount': 0, 'MethodBody': 'private void acquireSharedLock() {\n    lock.readLock().lock();\n  }', 'FileName': '/orientechnologies/orientdb/core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerShared.java'}, {'Syntax': 'releaseSharedLock()', 'FunctionName': 'releaseSharedLock', 'ArgsCount': 0, 'MethodBody': 'private void releaseSharedLock() {\n    lock.readLock().unlock();\n  }', 'FileName': '/orientechnologies/orientdb/core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerShared.java'}]"
6621cda7cda9bd4817b112bd,rest-assured/rest-assured,"public DetailedCookieMatcher secured(Matcher<? super Boolean> securedMatcher) {
        return new DetailedCookieMatcher(and(Matchers.hasProperty(""secured"", securedMatcher)));
    }",Verifies whether secured property of cookie satisfies specified matcher .,rest-assured/src/main/java/io/restassured/matcher/DetailedCookieMatcher.java,[]
6621cda7cda9bd4817b112be,streamsets/datacollector,"public LiveFile scan(LiveFile current) throws IOException {
    try {
      return scanInternal(current);
    } catch (NoSuchFileException ex) {
      // this could happen because there has been a file rotation/deletion after the search/filter/sort and before
      // the creation of the nen current. Lets sleep for 50ms and try again, if fails again give up.
      ThreadUtil.sleep(50);
      return scanInternal(current);
    }
  }",Scans the directory of for the next file .,commonlib/src/main/java/com/streamsets/pipeline/lib/io/LiveDirectoryScanner.java,[]
6621cda7cda9bd4817b112bf,andrealbinop/fitnesse-jdbc-slim,"public boolean runInTheSql(String database, final String sql) {
		getDatabaseJdbcTemplate(database).update(sql);
		return true;
	}",Simply runs a SQL command used for udpates inserts which the result doesn t matter .,src/main/java/com/github/andreptb/fitnesse/JdbcFixture.java,"[{'Syntax': 'getDatabaseJdbcTemplate(database)', 'FunctionName': 'getDatabaseJdbcTemplate', 'ArgsCount': 1, 'MethodBody': 'private JdbcTemplate getDatabaseJdbcTemplate(String database) {\n\t\tJdbcTemplate template = this.templateMap.get(database);\n\t\tif(template == null) {\n\t\t\tthrow new IllegalArgumentException(String.format(""No database registered for name \'%s\'. Registered databases: %s"", database, this.templateMap.keySet()));\n\t\t}\n\t\treturn template;\n\t}', 'FileName': '/andrealbinop/fitnesse-jdbc-slim/src/main/java/com/github/andreptb/fitnesse/JdbcFixture.java'}]"
6621cda7cda9bd4817b112c0,oblac/jodd,"@SuppressWarnings(""unchecked"")
	protected Object convertToCollection(final Object value, final Class destinationType, final Class componentType) {
		return typeConverterManager.convertToCollection(value, destinationType, componentType);
	}",Converter to collection .,jodd-bean/src/main/java/jodd/bean/BeanUtilUtil.java,[]
6621cda7cda9bd4817b112c1,lessthanoptimal/GeoRegression,"public static void convexHull( List<Point2D_F64> points , Polygon2D_F64 hull ) {
		Point2D_F64[] array = new Point2D_F64[points.size()];

		for (int i = 0; i < points.size(); i++) {
			array[i] = points.get(i);
		}

		AndrewMonotoneConvexHull_F64 andrew = new AndrewMonotoneConvexHull_F64();
		andrew.process(array,array.length,hull);
	}",Computes the convex hull of the set of points .,main/src/georegression/geometry/UtilPolygons2D_F64.java,"[{'Syntax': 'points.size()', 'FunctionName': 'size', 'ArgsCount': 0, 'MethodBody': '@Override\n\tpublic int size() {\n\t\treturn 3;\n\t}', 'FileName': '/lessthanoptimal/GeoRegression/main/src/georegression/struct/curve/PolynomialQuadratic1D_F64.java'}, {'Syntax': 'points.size()', 'FunctionName': 'size', 'ArgsCount': 0, 'MethodBody': '@Override\n\tpublic int size() {\n\t\treturn 3;\n\t}', 'FileName': '/lessthanoptimal/GeoRegression/main/src/georegression/struct/curve/PolynomialQuadratic1D_F64.java'}, {'Syntax': 'points.get(i)', 'FunctionName': 'get', 'ArgsCount': 1, 'MethodBody': '@Override\n\tpublic double get(int coefficient) {\n\t\tswitch( coefficient ) {\n\t\t\tcase 0: return a;\n\t\t\tcase 1: return b;\n\t\t\tcase 2: return c;\n\t\t}\n\t\tthrow new IllegalArgumentException(""Coefficient out of range. ""+coefficient);\n\t}', 'FileName': '/lessthanoptimal/GeoRegression/main/src/georegression/struct/curve/PolynomialQuadratic1D_F64.java'}, {'Syntax': 'andrew.process(array,array.length,hull)', 'FunctionName': 'process', 'ArgsCount': 3, 'MethodBody': 'boolean process(List<Point> points , double weights[], Shape output );', 'FileName': '/lessthanoptimal/GeoRegression/main/src/georegression/fitting/FitShapeToPoints_F64.java'}]"
6621cda8cda9bd4817b112c2,intellimate/IzouSDK,"public static boolean verify(EventModel eventModel, Identifiable player) {
        if (!eventModel.containsDescriptor(StopMusic.ID))
            return false;
        return SelectorResource.isTarget(eventModel, player)
                .orElse(true);
    }",verifies that the StopMusicRequest is correct and checks whether the you are meant to react to it,src/main/java/org/intellimate/izou/sdk/frameworks/music/events/StopMusic.java,"[{'Syntax': 'eventModel.containsDescriptor(StopMusic.ID)', 'FunctionName': 'containsDescriptor', 'ArgsCount': 1, 'MethodBody': '@Override\n    public boolean containsDescriptor(String descriptor) {\n        return descriptors.contains(descriptor) || type.equals(descriptor);\n    }', 'FileName': '/intellimate/IzouSDK/src/main/java/org/intellimate/izou/sdk/events/Event.java'}, {'Syntax': 'SelectorResource.isTarget(eventModel, player)', 'FunctionName': 'isTarget', 'ArgsCount': 2, 'MethodBody': 'public static Optional<Boolean> isTarget(EventModel eventModel, Identifiable identifiable) {\n        if (eventModel.getListResourceContainer()\n                .providesResource(Collections.singletonList(SelectorResource.RESOURCE_ID))) {\n               return Optional.of(eventModel.getListResourceContainer()\n                       .provideResource(SelectorResource.RESOURCE_ID)\n                       .stream()\n                       .map(ResourceModel::getResource)\n                       .filter(resource -> resource instanceof Identification)\n                       .map(object -> (Identification) object)\n                       .anyMatch(identifiable::isOwner));\n        } else {\n            return Optional.empty();\n        }\n    }', 'FileName': '/intellimate/IzouSDK/src/main/java/org/intellimate/izou/sdk/frameworks/common/resources/SelectorResource.java'}]"
